species,document,score,category,status,reasoning
Pardosa_abagensis,Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae,7.9,4,ok,"## Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is focused exclusively on Pardosa (four species: P. abagensis, P. amentata, P. caucasica, P. lugubris), with detailed redescriptions, species group diagnoses, and phenology — 100% Pardosa content. || Morphological description depth (25%) | 8 | Descriptions combine precise measurements (total length, carapace, palp and leg segment lengths in mm) with detailed structural terminology (tegular apophysis, terminal apophysis, conductor, embolus, bulbus, epigyne, anterior epigynal pocket, septum, cymbium, chelicerae, femur, tibia, metatarsus, patella, tarsus) across multiple species. || Genital figure quality (20%) | 9 | Multiple figure series cover male palps and bulbus in ventral and retrolateral views (Figs 11–18, 23–30, 31–38) and epigynes in ventral and dorsal views (Figs 39–44, 45–59) for all four species, providing comprehensive multi-view genital illustration for both sexes. || Taxonomic originality (15%) | 7 | No new species described, but thorough illustrated redescriptions of four poorly documented species from new material, plus the erection of a new species group (P. abagensis group) with formal diagnosis and expanded diagnoses for P. amentata and P. lugubris groups — substantive revisionary contribution scored near the top of the 5–7 band. || Supporting data (10%) | 6 | Formal examined material lists with precise GPS coordinates and collection data are provided for all species; a distribution/habitat comparison table (Table 2) and phenology chart (Fig. 60) are included, but no distribution map and no molecular data. || Text/OCR quality (5%) | 4 | garbled_ratio = 1.0 and force_ocr = true; although content is largely recoverable (species descriptions, tables, figures readable), tabular leg-segment data is partially garbled (mixed symbols, bracket noise in measurement tables), reducing reliability of those sections. |### Final ScoreWeighted total: (9×0.25) + (8×0.25) + (9×0.20) + (7×0.15) + (6×0.10) + (4×0.05)= 2.25 + 2.00 + 1.80 + 1.05 + 0.60 + 0.20= **7.90**Category: **4**"
Pardosa_adustella,Roewer_C_F_1951_Neue_Namen_einiger_Araneen-Arten,2.05,1,ok,"## Roewer_C_F_1951_Neue_Namen_einiger_Araneen-Arten.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | Pardosa is mentioned only incidentally — a handful of species appear in a large multi-family nomenclatural list spanning Agelenidae through Tetragnathidae, with no focused treatment of the genus. || Morphological description depth (25%) | 1 | The document contains no morphological descriptions whatsoever; it is purely a nomenclatural list of replacement names (nomina nova) with locality data only. || Genital figure quality (20%) | 1 | No figures of any kind are present (0 images, 0 captions). || Taxonomic originality (15%) | 3 | The document proposes numerous replacement names across many families, but these are strictly nomenclatural acts (nomina nova for preoccupied names), not new species descriptions or revisions; a few Pardosa-related names appear but receive no diagnosis. || Supporting data (10%) | 2 | Locality data is mentioned in passing within the nomenclatural entries but there are no structured specimen lists, distribution tables, or molecular data. || Text/OCR quality (5%) | 4 | garbled_ratio of 0.3 indicates moderate OCR noise; chunk text shows spacing artifacts and fragmented words (e.g., ""o x y 0 pes""), consistent with a noisy older scan, though content is broadly parseable. |### Final ScoreWeighted total: (3×0.25) + (1×0.25) + (1×0.20) + (3×0.15) + (2×0.10) + (4×0.05)= 0.75 + 0.25 + 0.20 + 0.45 + 0.20 + 0.20 = **2.05**Category: **1**"
Pardosa_adustella,Roewer_C_F_1955c_Katalog_der_Araneae_von_1758_bis_1940_bzw_1954_2_Band_Abt_a_Lycosaeformia_Dionycha_excl_Salticiformia_2_Band_Abt_b_Salticiformia_Cribellata_Synonyma-Verzeichnis_Gesamtindex,1.75,1,ok,"## Roewer_C_F_1955c_Katalog_der_Araneae_von_1758_bis_1940_bzw_1954_2_Band_Abt_a_Lycosaeformia_Dionycha_excl_Salticiformia_2_Band_Abt_b_Salticiformia_Cribellata_Synonyma-Verzeichnis_Gesamtindex.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | This is Roewer's comprehensive spider catalogue covering Lycosaeformia, Dionycha, Salticiformia, Cribellata, and a synonymy/general index across 462 pages; Pardosa is tagged as the target species but the sampled chunks show it covering dozens of unrelated genera (Desis, Zelotes, Clubiona, Thomisus, Ctenus, etc.), with Pardosa entries representing a tiny fraction of the total content. || Morphological description depth (25%) | 1 | The document is a taxonomic catalogue with no morphological descriptions; entries consist entirely of bibliographic references, synonymy lists, and geographic localities with no structural or measurement data. || Genital figure quality (20%) | 1 | No figure captions reference genital structures; the 21 images have no captions and appear to be page decorations or stamps, with no evidence of illustrated genitalia anywhere in the chunks. || Taxonomic originality (15%) | 1 | This is a secondary catalogue/index work with no original species descriptions or revisions; it compiles existing nomenclature and literature references only. || Supporting data (10%) | 3 | Geographic locality information is present for most species entries, but it is embedded inline in the catalogue format rather than as formal structured specimen lists; no distribution maps or molecular data. || Text/OCR quality (5%) | 7 | Garbled ratio is 0.0 and force_ocr is false, but chunks show frequent OCR artefacts (garbled genus names, broken character strings, mixed symbols), indicating the text is largely readable but with notable noise from mid-20th-century typesetting. |### Final ScoreWeighted total: (2×0.25) + (1×0.25) + (1×0.20) + (1×0.15) + (3×0.10) + (7×0.05) = 0.50 + 0.25 + 0.20 + 0.15 + 0.30 + 0.35 = **1.75**Category: 1"
Pardosa_aenigmatica,Demircan_N__Topçu_A_2011_New_records_of_family_Lycosidae_Araneae_in_Turkey,5.7,3,ok,"## Demircan_N__Topçu_A_2011_New_records_of_family_Lycosidae_Araneae_in_Turkey.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | Four of seven species treated are Pardosa (aenigmatica, blanda, mixta, saltans), giving Pardosa roughly 50–60% of the species coverage, but each treatment is brief (new records, not revisions), and the work spans 3 genera. || Morphological description depth (25%) | 4 | Modern morphological vocabulary is used (prosoma, opisthosoma, epigyne, septum, terminal apophysis, cymbium, embolus) with some total length measurements, but descriptions are very brief prose sketches without structured leg measurements or multi-structure quantitative detail. || Genital figure quality (20%) | 7 | Multiple figure captions reference epigynes and vulvae for Pardosa aenigmatica (g, h), P. blanda (j, k), P. mixta (m, n), and P. saltans (q, r) plus a male palp lateral view for P. saltans; coverage includes both sexes for at least one species, though view diversity is limited (mostly ventral epigyne + vulva). || Taxonomic originality (15%) | 4 | No new species described; all seven records are first records for Turkey (new country records), which represents faunistic contribution but no original taxonomic work such as new descriptions or revisions. || Supporting data (10%) | 5 | A structured table of examined specimens is provided (Table 1) with collection localities listed in prose under each species; no distribution map or molecular data. || Text/OCR quality (5%) | 9 | garbled_ratio = 0.0, force_ocr = false; text is clean, well-structured, and fully readable throughout. |### Final ScoreWeighted total: (7×0.25) + (4×0.25) + (7×0.20) + (4×0.15) + (5×0.10) + (9×0.05)= 1.75 + 1.00 + 1.40 + 0.60 + 0.50 + 0.45 = **5.70**Category: **3**"
Pardosa_aenigmatica,Fomichev_A_A_Marusik_Y_M__Koponen_S_2018_New_data_on_spiders_Arachnida_Araneae_of_Iraq,3.15,2,ok,"## Fomichev_A_A_Marusik_Y_M__Koponen_S_2018_New_data_on_spiders_Arachnida_Araneae_of_Iraq.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a multi-family Iraqi spider faunal survey covering 20 species across 13 genera and 6 families; Pardosa (*P. aenigmatica*, *P. cribrata*, *P. morosa*, *P. proxima*) receives only brief checklist-level treatment with a single figure (Figure 3) and no substantive descriptions, representing well under 10% of the document's content. || Morphological description depth (25%) | 2 | The Pardosa entries consist solely of brief distributional notes with no morphological descriptions or measurements; the only detailed morphological description with measurements in the paper concerns *Pterotricha arzhantsevi* sp. n. (Gnaphosidae), not Pardosa. || Genital figure quality (20%) | 4 | Figure 3 provides habitus and epigyne views (ventral, posterior, macerated ventral) for *Pardosa aenigmatica* only, covering the female only with no male palp illustrated; this is limited single-sex coverage for a single species. || Taxonomic originality (15%) | 1 | No new Pardosa species are described; the Pardosa records are new country records only (checklist entries), and the sole new species (*Pterotricha arzhantsevi*) belongs to Gnaphosidae. || Supporting data (10%) | 5 | A structured faunal checklist (Table 2) with Iran/Turkey presence data is provided, along with formal locality data and a collecting localities map (Figure S1), but no molecular data and no formal examined-material list specific to Pardosa. || Text/OCR quality (5%) | 9 | garbled_ratio = 0.0, force_ocr = false; text is clean, modern digital PDF with no OCR artifacts detected. |### Final ScoreWeighted total: (3×0.25) + (2×0.25) + (4×0.20) + (1×0.15) + (5×0.10) + (9×0.05)= 0.75 + 0.50 + 0.80 + 0.15 + 0.50 + 0.45 = **3.15**Category: **2**"
Pardosa_aenigmatica,Tongiorgi_P_1966a_Italian_wolf_spiders_of_the_genus_Pardosa_Araneae_Lycosidae,7.65,4,ok,"## Tongiorgi_P_1966a_Italian_wolf_spiders_of_the_genus_Pardosa_Araneae_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is a monographic revision of Italian Pardosa; every species account, key, and figure treats Pardosa exclusively throughout all 61 pages. || Morphological description depth (25%) | 6 | Modern morphological vocabulary is consistently used (tegular apophysis, terminal apophysis, embolus, epigynum, septum, palpus, femur, tibia, etc.) with qualitative structural detail for every species, but quantitative measurements (mm) are largely absent from descriptions — a table of epigynal plate dimensions appears for P. monticola but is not systematically integrated across species. || Genital figure quality (20%) | 9 | At least 16 figure captions reference genital structures (epigyna, palpi) with multi-view coverage (ventral and lateral views of palpi plus epigynum) for the great majority of species treated, covering both sexes throughout. || Taxonomic originality (15%) | 8 | Four new species are described (P. italica, P. aenigmatica, P. pseudostrigillata, P. eiseni luciae n. subsp.) plus multiple new synonymies (P. oreophila = P. saltuaria, P. palitans = P. vittata, P. celeris = P. nigra, P. calida = P. bifasciata), constituting a substantive revisionary contribution; the boundary with score 9 is marginal given the 4 new species rather than ≥6. || Supporting data (10%) | 5 | Structured lists of examined specimens with collection localities are provided per species, but there are no distribution maps and no molecular data. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.0 and force_ocr is false; text is well-extracted with only minor OCR artefacts in figure captions (e.g., ""Pordoso"" for ""Pardosa"", ""pal pus"" for ""palpus""). |### Final ScoreWeighted total: (9×0.25) + (6×0.25) + (9×0.20) + (8×0.15) + (5×0.10) + (8×0.05)= 2.25 + 1.50 + 1.80 + 1.20 + 0.50 + 0.40 = **7.65**Category: **4**"
Pardosa_aenigmatica,Tongiorgi_P_1968_Su_alcuni_ragni_italiani_della_famiglia_Lycosidae,5.65,3,ok,"## Tongiorgi_P_1968_Su_alcuni_ragni_italiani_della_famiglia_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | Two Pardosa species (*P. cavannaе* and *P. aenigmatica*) are the primary subjects, but the document also treats *Trabaea paradoxa* and *Vesubia jugorum* at comparable length, making Pardosa roughly half the content. || Morphological description depth (25%) | 5 | Modern morphological vocabulary is present with some quantitative measurements (carapace length/width in mm), and epigyne/palp structures are referenced, but descriptions are brief and do not integrate measurements with detailed structural terminology across multiple structures in the same passages. || Genital figure quality (20%) | 6 | Figure captions reference epigyne (Tav. I, fig. 2, 6) and male palp (Tav. II, figs. 1–2) for both *P. cavannaе* and *P. aenigmatica*, with at least ventral/lateral palp views indicated; however, caption text is partially garbled and multi-view coverage is limited. || Taxonomic originality (15%) | 5 | The paper completes descriptions of two previously incompletely known Pardosa species (first female of *P. cavannaе*, first male of *P. aenigmatica*); these are redescriptions/completions rather than new species, and the work is small in scope. || Supporting data (10%) | 5 | Locality data with altitudes, dates, collectors, and repository codes are listed in prose/informal lists for all species; no formal examined-material table, no distribution map, no molecular data. || Text/OCR quality (5%) | 4 | Garbled ratio of 0.25 is notable; numerous OCR artifacts are visible throughout the chunks (broken words, mixed characters), reducing extractability, though the overall content remains largely parseable. |### Final ScoreWeighted total: (7×0.25) + (5×0.25) + (6×0.20) + (5×0.15) + (5×0.10) + (4×0.05)= 1.75 + 1.25 + 1.20 + 0.75 + 0.50 + 0.20 = **5.65**Category: **3**"
Pardosa_aenigmatica,Zamani_A_2015_The_spider_collection_Arachnida_Araneae_of_the_Zoological_Museum_of_the_Iranian_Research_Institute_of_Plant_Protection_with_new_species_records_for_Iran,4.95,2,ok,"## Zamani_A_2015_The_spider_collection_Arachnida_Araneae_of_the_Zoological_Museum_of_the_Iranian_Research_Institute_of_Plant_Protection_with_new_species_records_for_Iran.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 5 | Pardosa is one of several genera treated, with two species (*P. aenigmatica*, *P. nebulosa*) receiving brief new-record descriptions plus illustrations, but the document covers 77 species across 25 families making Pardosa-specific content a small fraction of the whole (~10–15%). || Morphological description depth (25%) | 4 | Diagnoses include modern vocabulary (epigyne, vulva, embolus, tegular apophysis, cymbium) and some body length measurements, but descriptions are brief and diagnostic rather than comprehensive, lacking integrated multi-structure measurement tables. || Genital figure quality (20%) | 6 | Fig. 2 provides epigyne (ventral) and vulva (dorsal) views for *P. aenigmatica* female, covering two genital views for one sex; no male genital figures for any Pardosa species are illustrated. || Taxonomic originality (15%) | 3 | No new Pardosa species described; *P. aenigmatica* and *P. nebulosa* are first records for Iran only, representing new locality records rather than taxonomic novelties. || Supporting data (10%) | 6 | Structured table (Tab. 1) lists all specimens with collection localities, inventory numbers, and collectors; a locality map (Fig. 1) is provided; no molecular data. || Text/OCR quality (5%) | 9 | Clean modern digital PDF with garbled_ratio = 0.0 and force_ocr = false; text is well-structured and fully readable. |### Final ScoreWeighted total: (5×0.25) + (4×0.25) + (6×0.20) + (3×0.15) + (6×0.10) + (9×0.05)= 1.25 + 1.00 + 1.20 + 0.45 + 0.60 + 0.45 = **4.95**Category: **2**"
Pardosa_aenigmatica,Zonstein_S_L_Marusik_Y_M__Omelko_M_M_2015_A_survey_of_spider_taxa_new_to_Israel_Arachnida_Araneae,3.4,2,ok,"## Zonstein_S_L_Marusik_Y_M__Omelko_M_M_2015_A_survey_of_spider_taxa_new_to_Israel_Arachnida_Araneae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | Pardosa aenigmatica receives only a brief entry (one locality record, a single epigyne figure, and a short comment) within a 20-species multi-genus Israeli faunal survey; Pardosa content constitutes well under 10% of the document. || Morphological description depth (25%) | 2 | No morphological descriptions or measurements are provided for Pardosa aenigmatica; the treatment is limited to a citation of prior descriptions and a brief comment on generic placement based on epigyne shape. || Genital figure quality (20%) | 5 | Figure 2g shows the epigyne of P. aenigmatica in ventral view only (single view, female only), alongside figures for other genera in the same plate; coverage is minimal and limited to one sex. || Taxonomic originality (15%) | 2 | No new Pardosa species or redescriptions; the contribution for P. aenigmatica is solely a new country record (first record for Israel). || Supporting data (10%) | 4 | Specimen locality data are provided in structured prose format (coordinates, dates, collectors, repository codes) but there is no distribution map or molecular data. || Text/OCR quality (5%) | 9 | Garbled ratio is 0.0, force_ocr is false, and all chunks read as clean, well-structured modern digital text. |### Final ScoreWeighted total: (3×0.25) + (2×0.25) + (5×0.20) + (2×0.15) + (4×0.10) + (9×0.05)= 0.75 + 0.50 + 1.00 + 0.30 + 0.40 + 0.45= **3.40**Category: **2**"
Pardosa_afflicta,Holmberg_E_L_1876_Arácnidos_argentinos,1.85,1,ok,"## Holmberg_E_L_1876_Arácnidos_argentinos.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | The document is a broad Argentine arachnid catalogue covering many genera and orders; Pardosa/Lycosa afflicta appears only in a heading (""Lycosa (Tarantula) nafflicta"") with a very brief description, representing a tiny fraction of the total content. || Morphological description depth (25%) | 2 | Descriptions are pre-modern in style (colour-based prose, no structured morphological vocabulary, no quantitative leg-segment measurements), consistent with 19th-century catalogue format. || Genital figure quality (20%) | 1 | All figure captions reference only whole-body habitus views (""una hembra de tamaño natural,"" ""macho y hembra aument.""); no genital structures are illustrated or captioned. || Taxonomic originality (15%) | 2 | Several new species names are proposed across multiple genera, but none are Pardosa/Lycosa afflicta new descriptions with full diagnosis; the Pardosa-relevant entry is listed with minimal treatment only. || Supporting data (10%) | 3 | Locality data are mentioned in prose (Buenos Aires, Baradero, Chaco, etc.) but there is no structured specimen list, distribution table, or molecular data. || Text/OCR quality (5%) | 1 | Garbled ratio is 0.742 with force_ocr enabled; chunks are heavily corrupted with mixed scripts, broken symbols, and fragmented text throughout. |### Final ScoreWeighted total: (2×0.25) + (2×0.25) + (1×0.20) + (2×0.15) + (3×0.10) + (1×0.05) = 0.50 + 0.50 + 0.20 + 0.30 + 0.30 + 0.05 = **1.85**Category: **1**"
Pardosa_agraria,Baba_Y_G__Tanikawa_A_2015_The_handbook_of_spiders,3.1,2,ok,"## Baba_Y_G__Tanikawa_A_2015_The_handbook_of_spiders.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | This is a Japanese popular spider handbook covering ~100 species across many families; scanning all chunks reveals no mention of Pardosa anywhere — the species ""Pardosa_agraria"" appears only as a pipeline metadata tag, not in the document text itself. || Morphological description depth (25%) | 3 | Brief vernacular morphological notes are present for each species (colour, body form, size in mm), but descriptions are shallow popular-field-guide level with no structured taxonomic vocabulary for genitalia or appendage segments. || Genital figure quality (20%) | 5 | Numerous figure captions read ""メス外雌器"" (female epigyne) and ""オス触肢"" (male palp), confirming genital figures are consistently illustrated for both sexes throughout the book, though these are for diverse non-Pardosa species. || Taxonomic originality (15%) | 1 | No new species descriptions, revisions, or original taxonomic contributions; this is a popular field identification guide. || Supporting data (10%) | 3 | Distribution by Japanese region (Hokkaido, Honshu, Shikoku, Kyushu) and adult emergence seasons are given in prose for each species, but no formal specimen lists, distribution maps, or molecular data are present. || Text/OCR quality (5%) | 8 | garbled_ratio = 0.0, force_ocr = false; text is well-extracted though Japanese characters introduce some rendering artefacts — overall clean and readable. |### Final ScoreWeighted total: (2×0.25) + (3×0.25) + (5×0.20) + (1×0.15) + (3×0.10) + (8×0.05)= 0.50 + 0.75 + 1.00 + 0.15 + 0.30 + 0.40 = **3.10**Category: **2**"
Pardosa_agraria,Bösenberg_W__Strand_E_1906_Japanische_Spinnen,3.65,2,ok,"## Bösenberg_W__Strand_E_1906_Japanische_Spinnen.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 2 | This is a large multi-genus Japanese spider fauna (ca. 440 species across many families); the chunks reveal treatment of Lycosidae is present but Pardosa appears only incidentally or not at all — the Lycosidae section mentions Tarentula and Lycosa but no Pardosa-specific treatment is evident in sampled chunks, placing it well below 10% of content. || Morphological description depth (25%) | 4 | Modern morphological vocabulary is used throughout with some quantitative measurements (e.g., leg segment lengths in mm), but descriptions are general across many genera and no specific Pardosa passage with combined measurements and structural genital detail is evident. || Genital figure quality (20%) | 5 | Figure captions from the plate descriptions (Tafeln) reference epigynes and male palps for multiple species (e.g., ""Epigyne von vorn,"" ""Epigyne von der Seite,"" ""S Taster von außen""), but these are for non-Pardosa taxa; no Pardosa-specific genital figures are confirmed, and the single image caption extracted mentions no genital structures. || Taxonomic originality (15%) | 2 | Numerous new species are described across many families, but no new Pardosa species are identifiable in the sampled content; the Lycosidae section treats Lycosa and Tarentula without confirmed new Pardosa species. || Supporting data (10%) | 4 | Locality data (Saga, Yokohama, Nagasaki, etc.) and collector information (Dönitz) are mentioned in prose throughout, but no structured specimen lists or distribution maps for Pardosa are evident. || Text/OCR quality (5%) | 9 | Garbled ratio is 0.003 and force_ocr is false; text is clean and well-structured with only minor OCR artifacts in older German typeset. |### Final ScoreWeighted total: (2×0.25) + (4×0.25) + (5×0.20) + (2×0.15) + (4×0.10) + (9×0.05)= 0.50 + 1.00 + 1.00 + 0.30 + 0.40 + 0.45 = **3.65**Category: **2**"
